"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"12.03.2021","3.089,49","3.075,00","3.098,98","3.045,50","2,42M","-0,77%"
"11.03.2021","3.113,59","3.104,76","3.130,78","3.084,37","2,78M","1,83%"
"10.03.2021","3.057,64","3.095,95","3.115,00","3.032,00","3,01M","-0,17%"
"09.03.2021","3.062,85","3.019,88","3.090,96","3.008,11","4,03M","3,76%"
"08.03.2021","2.951,95","3.015,16","3.063,23","2.951,95","4,19M","-1,62%"
"05.03.2021","3.000,46","3.005,00","3.009,00","2.881,00","5,39M","0,77%"
"04.03.2021","2.977,57","3.015,55","3.057,71","2.947,00","5,48M","-0,91%"
"03.03.2021","3.005,00","3.081,62","3.102,04","2.995,00","3,99M","-2,89%"
"02.03.2021","3.094,53","3.146,35","3.163,06","3.087,84","2,60M","-1,64%"
"01.03.2021","3.146,14","3.127,62","3.149,24","3.098,00","2,73M","1,72%"
"26.02.2021","3.092,93","3.095,20","3.122,44","3.036,70","4,28M","1,17%"
"25.02.2021","3.057,16","3.135,09","3.174,96","3.048,59","4,53M","-3,24%"
"24.02.2021","3.159,53","3.166,75","3.171,23","3.125,38","3,01M","-1,09%"
"23.02.2021","3.194,50","3.127,79","3.204,18","3.095,00","4,68M","0,43%"
"22.02.2021","3.180,74","3.210,00","3.230,00","3.173,04","3,52M","-2,13%"
"19.02.2021","3.249,90","3.328,23","3.333,50","3.245,75","4,31M","-2,35%"
"18.02.2021","3.328,23","3.287,39","3.337,23","3.273,94","3,03M","0,59%"
"17.02.2021","3.308,64","3.261,43","3.320,46","3.261,02","3,30M","1,21%"
"16.02.2021","3.268,95","3.260,00","3.305,03","3.254,00","2,57M","-0,27%"
"12.02.2021","3.277,71","3.250,00","3.280,25","3.233,31","2,34M","0,48%"
"11.02.2021","3.262,13","3.288,91","3.289,80","3.249,34","2,30M","-0,74%"
"10.02.2021","3.286,58","3.314,34","3.316,51","3.254,00","3,15M","-0,56%"
"09.02.2021","3.305,00","3.314,96","3.337,00","3.299,27","2,20M","-0,54%"
"08.02.2021","3.322,94","3.355,00","3.362,30","3.304,00","3,26M","-0,87%"
"05.02.2021","3.352,15","3.319,00","3.377,00","3.302,71","3,62M","0,63%"
"04.02.2021","3.331,00","3.326,74","3.342,27","3.278,79","3,67M","0,56%"
"03.02.2021","3.312,53","3.424,76","3.432,02","3.309,08","7,09M","-2,00%"
"02.02.2021","3.380,00","3.381,00","3.425,78","3.366,00","7,10M","1,11%"
